No.,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume
1749,CVY,Invesco Zacks Multi-Asset Income ETF,Financial,Exchange Traded Fund,USA,-,-,24.63,1.01%,"8,044"
1750,CW,Curtiss-Wright Corporation,Industrials,Specialty Industrial Machinery,USA,5.32B,22.61,130.95,1.75%,"176,662"
1751,CWAN,"Clearwater Analytics Holdings,",Technology,Software - Application,USA,5.59B,-,24.37,2.27%,"163,201"
1752,CWB,SPDR Bloomberg Barclays Convertible Securities ETF,Financial,Exchange Traded Fund,USA,-,-,87.21,0.91%,"810,720"
1753,CWBC,Community West Bancshares,Financial,Banks - Regional,USA,112.17M,9.29,13.01,1.50%,640
1754,CWBR,"CohBar, Inc.",Healthcare,Biotechnology,USA,62.33M,-,0.96,0.71%,"201,505"
1755,CWCO,Consolidated Water Co. Ltd.,Utilities,Utilities - Regulated Water,Cayman Islands,167.73M,68.32,11.41,-1.64%,"108,921"
1756,CWEB,Direxion Daily CSI China Internet Bull 2X Shares,Financial,Exchange Traded Fund,USA,-,-,21.55,-3.32%,"1,396,479"
1757,CWEN,"Clearway Energy, Inc.",Utilities,Utilities - Renewable,USA,2.72B,68.05,33.21,-1.92%,"788,522"
1758,CWEN-A,"Clearway Energy, Inc.",Utilities,Utilities - Renewable,USA,6.46B,80.94,31.0,-1.96%,"111,858"
1759,CWH,"Camping World Holdings, Inc.",Consumer Cyclical,Recreational Vehicles,USA,3.34B,6.94,38.27,-3.24%,"1,903,667"
1760,CWI,SPDR MSCI ACWI ex-US ETF,Financial,Exchange Traded Fund,USA,-,-,29.62,0.76%,"109,787"
1761,CWK,Cushman & Wakefield plc,Real Estate,Real Estate Services,USA,4.24B,-,18.7,1.36%,"931,845"
1762,CWS,AdvisorShares Focused Equity ETF,Financial,Exchange Traded Fund,USA,-,-,47.65,1.80%,966
1763,CWST,"Casella Waste Systems, Inc.",Industrials,Waste Management,USA,4.01B,42.16,78.54,0.27%,"171,961"
1764,CWT,California Water Service Group,Utilities,Utilities - Regulated Water,USA,3.14B,72.00,60.62,0.58%,"118,727"
1765,CX,"CEMEX, S.A.B. de C.V.",Basic Materials,Building Materials,Mexico,11.04B,-,7.08,3.96%,"5,937,694"
1766,CXDC,China XD Plastics Company Limited,Consumer Cyclical,Auto Parts,China,29.14M,-,0.41,-2.48%,"114,842"
1767,CXDO,"Crexendo, Inc.",Communication Services,Telecom Services,USA,123.61M,20.36,5.86,0.07%,"4,443"
1768,CXE,MFS High Income Municipal Trust,Financial,Closed-End Fund - Debt,USA,164.86M,209.20,5.23,0.29%,"103,272"
1769,CXH,MFS Investment Grade Municipal Trust,Financial,Closed-End Fund - Debt,USA,90.56M,20.75,9.94,0.00%,"4,564"
1770,CXM,"Sprinklr, Inc.",Technology,Software - Application,USA,4.47B,-,17.49,4.98%,"492,275"
1771,CXP,"Columbia Property Trust, Inc.",Real Estate,REIT - Office,USA,2.20B,24.52,19.15,0.00%,"651,088"
1772,CXSE,WisdomTree China ex-State-Owned Enterprises Fund,Financial,Exchange Traded Fund,USA,-,-,54.88,-0.90%,"103,984"
1773,CXW,"CoreCivic, Inc.",Real Estate,REIT - Specialty,USA,1.09B,-,9.49,0.00%,"387,182"
1774,CYAD,Celyad Oncology SA,Healthcare,Biotechnology,Belgium,-,-,4.28,-1.61%,"13,121"
1775,CYAN,Cyanotech Corporation,Consumer Defensive,Packaged Foods,USA,18.07M,13.99,2.91,-0.34%,"3,211"
1776,CYB,WisdomTree Chinese Yuan Strategy Fund,Financial,Exchange Traded Fund,USA,-,-,28.04,-0.18%,"6,820"
1777,CYBE,CyberOptics Corporation,Technology,Scientific & Technical Instruments,USA,269.08M,35.23,36.71,4.62%,"39,300"
1778,CYBN,Cybin Inc.,Healthcare,Biotechnology,Canada,410.73M,-,2.02,-0.49%,"767,586"
1779,CYBR,CyberArk Software Ltd.,Technology,Software - Infrastructure,Israel,7.30B,-,181.59,0.88%,"413,469"
1780,CYCC,"Cyclacel Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,53.10M,-,5.71,-0.17%,"55,635"
1781,CYCN,"Cyclerion Therapeutics, Inc.",Healthcare,Biotechnology,USA,123.31M,-,2.8,-1.75%,"218,649"
1782,CYD,China Yuchai International Limited,Industrials,Specialty Industrial Machinery,Singapore,558.42M,7.24,13.67,1.18%,"28,537"
1783,CYH,"Community Health Systems, Inc.",Healthcare,Medical Care Facilities,USA,1.41B,3.32,10.2,4.29%,"1,350,148"
1784,CYRN,Cyren Ltd.,Technology,Software - Infrastructure,Israel,40.41M,-,0.5,-0.18%,"2,327,807"
1785,CYRX,"Cryoport, Inc.",Industrials,Integrated Freight & Logistics,USA,3.23B,-,67.49,-0.53%,"350,664"
1786,CYT,"Cyteir Therapeutics, Inc.",Healthcare,Biotechnology,USA,622.32M,-,17.05,0.35%,"50,849"
1787,CYTH,"Cyclo Therapeutics, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,USA,44.42M,-,6.7,-1.76%,"27,681"
1788,CYTK,"Cytokinetics, Incorporated",Healthcare,Biotechnology,USA,3.25B,-,38.13,0.39%,"581,178"
1789,CYTO,Altamira Therapeutics Ltd.,Healthcare,Biotechnology,USA,27.13M,-,1.88,17.50%,"5,531,550"
1790,CYXT,"Cyxtera Technologies, Inc.",Technology,Information Technology Services,USA,1.50B,-,8.96,-0.55%,"293,124"
1791,CZA,Invesco Zacks Mid-Cap ETF,Financial,Exchange Traded Fund,USA,-,-,92.49,1.57%,"4,078"
1792,CZNC,Citizens & Northern Corporation,Financial,Banks - Regional,USA,419.30M,16.41,26.19,0.92%,"27,124"
1793,CZOO,Cazoo Group Ltd,Technology,Software - Application,United Kingdom,5.54B,-,7.16,0.14%,"717,601"
1794,CZR,"Caesars Entertainment, Inc.",Consumer Cyclical,Resorts & Casinos,USA,24.91B,-,114.52,-0.38%,"2,347,284"
1795,CZWI,"Citizens Community Bancorp, Inc.",Financial,Banks - Regional,USA,147.79M,8.87,13.89,0.87%,"7,875"
1796,D,"Dominion Energy, Inc.",Utilities,Utilities - Diversified,USA,60.49B,25.81,73.65,0.38%,"3,045,453"
1797,DAC,Danaos Corporation,Industrials,Marine Shipping,Greece,1.48B,1.92,69.87,-2.63%,"554,288"
1798,DADA,Dada Nexus Limited,Consumer Cyclical,Internet Retail,China,4.86B,-,20.7,-3.45%,"643,244"
1799,DAIO,Data I/O Corporation,Technology,Electronic Components,USA,58.25M,-,6.56,2.50%,"24,800"
1800,DAKT,"Daktronics, Inc.",Technology,Computer Hardware,USA,247.82M,34.75,5.49,0.37%,"98,561"
1801,DAL,"Delta Air Lines, Inc.",Industrials,Airlines,USA,26.55B,-,41.2,0.41%,"16,227,428"
1802,DALI,First Trust Dorsey Wright DALI 1 ETF,Financial,Exchange Traded Fund,USA,-,-,25.64,1.79%,"15,318"
1803,DALN,DallasNews Corporation,Communication Services,Publishing,USA,35.35M,-,6.72,-0.21%,"3,116"
1804,DALS,DA32 Life Science Tech Acquisition Corp.,Financial,Shell Companies,USA,-,-,9.73,0.26%,"1,379"
1805,DALT,Anfield Capital Diversified Alternatives ETF,Financial,Exchange Traded Fund,USA,-,-,10.49,0.99%,"2,829"
1806,DAN,Dana Incorporated,Consumer Cyclical,Auto Parts,USA,3.54B,17.26,24.73,1.85%,"489,462"
1807,DAO,"Youdao, Inc.",Communication Services,Internet Content & Information,China,1.52B,-,12.24,-8.66%,"266,398"
1808,DAPP,VanEck Vectors Digital Transformation ETF,Financial,Exchange Traded Fund,USA,-,-,25.64,0.35%,"41,343"
1809,DAR,Darling Ingredients Inc.,Consumer Defensive,Packaged Foods,USA,12.09B,25.13,74.13,2.01%,"942,580"
1810,DARE,"Dare Bioscience, Inc.",Healthcare,Biotechnology,USA,110.65M,-,1.55,-2.52%,"1,885,993"
1811,DASH,"DoorDash, Inc.",Communication Services,Internet Content & Information,USA,71.96B,-,212.43,3.41%,"1,337,435"
1812,DATS,"DatChat, Inc.",Technology,Software - Application,USA,141.84M,-,11.99,9.00%,"79,206,179"
1813,DAUG,FT Cboe Vest US Eq Deep Buffer ETF - August,Financial,Exchange Traded Fund,USA,-,-,34.49,0.67%,"10,602"
1814,DAVA,Endava plc,Technology,Software - Infrastructure,United Kingdom,8.14B,143.82,148.28,-1.17%,"369,686"
1815,DAWN,"Day One Biopharmaceuticals, Inc.",Healthcare,Biotechnology,USA,1.36B,-,22.4,-2.48%,"23,762"
1816,DAX,Global X DAX Germany ETF,Financial,Exchange Traded Fund,USA,-,-,32.55,1.43%,"4,803"
1817,DB,Deutsche Bank Aktiengesellschaft,Financial,Banks - Regional,Germany,26.60B,12.89,12.92,1.65%,"4,350,515"
1818,DBA,Invesco DB Agriculture Fund,Financial,Exchange Traded Fund,USA,-,-,19.12,0.37%,"794,271"
1819,DBAW,Xtrackers MSCI All World ex U.S. Hedged Equity ETF,Financial,Exchange Traded Fund,USA,-,-,33.54,0.71%,"54,310"
1820,DBB,Invesco DB Base Metals Fund,Financial,Exchange Traded Fund,USA,-,-,23.11,2.30%,"229,116"
1821,DBC,Invesco DB Commodity Index Tracking Fund,Financial,Exchange Traded Fund,USA,-,-,21.5,1.03%,"3,214,950"
1822,DBD,"Diebold Nixdorf, Incorporated",Technology,Software - Application,USA,840.32M,-,10.59,3.93%,"283,828"
1823,DBDR,Roman DBDR Tech Acquisition Corp.,Financial,Shell Companies,USA,293.45M,-,10.14,0.08%,"1,101"
1824,DBE,Invesco DB Energy Fund,Financial,Exchange Traded Fund,USA,-,-,18.37,1.21%,"183,075"
1825,DBEF,Xtrackers MSCI EAFE Hedged Equity ETF,Financial,Exchange Traded Fund,USA,-,-,38.38,0.97%,"351,274"
1826,DBEM,Xtrackers MSCI Emerging Markets Hedged Equity ETF,Financial,Exchange Traded Fund,USA,-,-,27.72,0.51%,"8,820"
1827,DBEU,Xtrackers MSCI Europe Hedged Equity ETF,Financial,Exchange Traded Fund,USA,-,-,35.01,1.05%,"64,476"
1828,DBEZ,Xtrackers MSCI Eurozone Hedged Equity ETF,Financial,Exchange Traded Fund,USA,-,-,38.74,1.28%,166
1829,DBGI,"Digital Brands Group, Inc.",Consumer Cyclical,Apparel Retail,USA,33.02M,-,2.93,5.78%,"695,211"
1830,DBI,Designer Brands Inc.,Consumer Cyclical,Apparel Retail,USA,991.93M,-,13.27,2.23%,"1,177,271"
1831,DBJA,Innovator Double Stacker 9 Buffer ETF - January,Financial,Exchange Traded Fund,USA,-,-,28.02,0.43%,"1,514"
1832,DBJP,Xtrackers MSCI Japan Hedged Equity ETF,Financial,Exchange Traded Fund,USA,-,-,50.21,1.31%,"2,327"
1833,DBL,DoubleLine Opportunistic Credit Fund,Financial,Closed-End Fund - Debt,USA,298.39M,-,19.93,1.74%,"67,246"
1834,DBMF,iM DBi Managed Futures Strategy ETF,Financial,Exchange Traded Fund,USA,-,-,28.25,0.81%,"8,783"
1835,DBO,Invesco DB Oil Fund,Financial,Exchange Traded Fund,USA,-,-,14.84,1.23%,"686,161"
1836,DBP,Invesco DB Precious Metals Fund,Financial,Exchange Traded Fund,USA,-,-,48.55,0.68%,"1,641"
1837,DBRG,"DigitalBridge Group, Inc.",Real Estate,REIT - Diversified,USA,3.24B,-,6.85,0.74%,"3,982,817"
1838,DBS,Invesco DB Silver Fund,Financial,Exchange Traded Fund,USA,-,-,32.77,2.29%,"6,438"
1839,DBTX,"Decibel Therapeutics, Inc.",Healthcare,Biotechnology,USA,190.45M,-,7.51,-5.06%,"44,135"
1840,DBVT,DBV Technologies S.A.,Healthcare,Biotechnology,France,533.58M,-,4.86,-1.02%,"16,224"
1841,DBX,"Dropbox, Inc.",Technology,Software - Infrastructure,USA,12.05B,-,29.78,3.04%,"3,962,759"
1842,DCBO,Docebo Inc.,Technology,Software - Application,Canada,3.30B,-,77.89,3.06%,"68,852"
1843,DCI,"Donaldson Company, Inc.",Industrials,Specialty Industrial Machinery,USA,7.25B,26.08,58.33,1.78%,"386,070"
1844,DCO,Ducommun Incorporated,Industrials,Aerospace & Defense,USA,584.78M,19.24,49.6,0.55%,"29,064"
1845,DCOM,"Dime Community Bancshares, Inc.",Financial,Banks - Regional,USA,1.43B,15.12,35.02,1.57%,"114,972"
1846,DCP,"DCP Midstream, LP",Energy,Oil & Gas Midstream,USA,6.83B,42.44,32.55,1.09%,"716,408"
1847,DCPH,"Deciphera Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,1.99B,-,34.69,-1.56%,"356,045"
1848,DCRCU,Decarbonization Plus Acquisition Corporation III,Financial,Shell Companies,USA,-,-,11.2,3.45%,"2,149"
1849,DCRNU,Decarbonization Plus Acquisition Corporation II,Financial,Shell Companies,USA,-,-,10.32,0.00%,709
1850,DCT,"Duck Creek Technologies, Inc.",Technology,Software - Application,USA,6.04B,-,46.23,1.40%,"614,314"
1851,DCTH,"Delcath Systems, Inc.",Healthcare,Medical Devices,USA,72.93M,-,9.66,6.50%,"19,175"
1852,DD,"DuPont de Nemours, Inc.",Basic Materials,Chemicals,USA,37.57B,32.71,71.71,2.94%,"2,334,736"
1853,DDD,3D Systems Corporation,Technology,Computer Hardware,USA,3.45B,-,27.32,1.15%,"1,575,487"
1854,DDEC,FT Cboe Vest US Eq Deep Buffer ETF - December,Financial,Exchange Traded Fund,USA,-,-,32.28,0.11%,570
1855,DDF,"Delaware Investments Dividend and Income Fund, Inc.",Financial,Closed-End Fund - Equity,USA,85.24M,-,11.2,0.98%,"9,387"
1856,DDG,ProShares Short Oil & Gas,Financial,Exchange Traded Fund,USA,-,-,14.99,-1.15%,"3,934"
1857,DDI,"DoubleDown Interactive Co., Ltd.",Communication Services,Electronic Gaming & Multimedia,South Korea,872.08M,12.84,17.6,0.40%,"12,167"
1858,DDIV,First Trust Dorsey Wright Momentum & Dividend ETF,Financial,Exchange Traded Fund,USA,-,-,32.25,0.81%,486
1859,DDL,Dingdong (Cayman) Limited,Consumer Defensive,Grocery Stores,China,5.81B,-,24.54,-1.01%,"25,423"
1860,DDLS,WisdomTree Dynamic Currency Hedged International SmallCap Equity Fund,Financial,Exchange Traded Fund,USA,-,-,35.06,0.70%,"10,216"
1861,DDM,ProShares Ultra Dow30,Financial,Exchange Traded Fund,USA,-,-,73.85,3.07%,"314,341"
1862,DDMX,DD3 Acquisition Corp. II,Financial,Shell Companies,Mexico,128.31M,-,9.97,0.20%,781
1863,DDMXU,DD3 Acquisition Corp. II,Financial,Shell Companies,Mexico,-,-,10.52,0.10%,"2,973"
1864,DDOG,"Datadog, Inc.",Technology,Software - Application,USA,48.15B,-,153.36,-1.62%,"3,923,860"
1865,DDS,"Dillard's, Inc.",Consumer Cyclical,Department Stores,USA,4.20B,9.88,202.79,0.15%,"134,770"
1866,DDWM,WisdomTree Dynamic Currency Hedged International Equity Fund,Financial,Exchange Traded Fund,USA,-,-,30.4,0.90%,"6,339"
1867,DE,Deere & Company,Industrials,Farm & Heavy Construction Machinery,USA,102.52B,19.11,329.77,0.23%,"2,397,089"
1868,DEA,"Easterly Government Properties, Inc.",Real Estate,REIT - Office,USA,1.94B,82.86,21.46,1.18%,"686,928"
1869,DECK,Deckers Outdoor Corporation,Consumer Cyclical,Footwear & Accessories,USA,10.17B,22.75,351.82,1.28%,"744,390"
1870,DEEF,Xtrackers FTSE Developed ex US Multifactor ETF,Financial,Exchange Traded Fund,USA,-,-,31.76,0.91%,"1,287"
1871,DEEP,Roundhill Acquirers Deep Value ETF,Financial,Exchange Traded Fund,USA,-,-,36.08,0.76%,"7,528"
1872,DEF,Invesco Defensive Equity ETF,Financial,Exchange Traded Fund,USA,-,-,68.02,1.75%,"15,139"
1873,DEI,"Douglas Emmett, Inc.",Real Estate,REIT - Office,USA,5.90B,121.63,33.57,0.03%,"567,146"
1874,DELL,Dell Technologies Inc.,Technology,Computer Hardware,USA,82.64B,21.85,106.0,2.24%,"1,828,869"
1875,DEM,WisdomTree Emerging Markets High Dividend Fund,Financial,Exchange Traded Fund,USA,-,-,44.81,0.43%,"119,113"
1876,DEMZ,Democratic Large Cap Core ETF,Financial,Exchange Traded Fund,USA,-,-,28.47,2.15%,"2,826"
1877,DEN,Denbury Inc.,Energy,Oil & Gas E&P,USA,3.76B,-,73.82,-0.03%,"952,101"
1878,DENN,Denny's Corporation,Consumer Cyclical,Restaurants,USA,1.02B,32.14,15.33,1.39%,"618,440"
1879,DEO,Diageo plc,Consumer Defensive,Beverages - Wineries & Distilleries,United Kingdom,115.73B,32.27,199.41,1.12%,"277,507"
1880,DES,WisdomTree U.S. SmallCap Dividend Fund,Financial,Exchange Traded Fund,USA,-,-,31.88,0.76%,"109,523"
1881,DESP,"Despegar.com, Corp.",Consumer Cyclical,Travel Services,Argentina,901.31M,-,13.07,0.38%,"175,941"
1882,DEUS,Xtrackers Russell US Multifactor ETF,Financial,Exchange Traded Fund,USA,-,-,45.63,1.90%,"2,765"
1883,DEW,WisdomTree Global High Dividend Fund,Financial,Exchange Traded Fund,USA,-,-,48.26,1.12%,822
1884,DEX,Delaware Enhanced Global Dividend and Income Fund,Financial,Closed-End Fund - Debt,USA,121.01M,-,10.17,0.39%,"19,247"
1885,DFAC,Dimensional U.S. Core Equity 2 ETF,Financial,Exchange Traded Fund,USA,-,-,27.44,1.78%,"495,123"
1886,DFAI,Dimensional International Core Equity Market ETF,Financial,Exchange Traded Fund,USA,-,-,29.56,1.09%,"239,650"
1887,DFAS,Dimensional U.S. Small Cap ETF,Financial,Exchange Traded Fund,USA,-,-,59.22,1.46%,"96,833"
1888,DFAT,Dimensional U.S. Targeted Value ETF,Financial,Exchange Traded Fund,USA,-,-,46.14,1.45%,"138,529"
1889,DFAU,Dimensional US Core Equity Market ETF,Financial,Exchange Traded Fund,USA,-,-,31.12,1.70%,"410,166"
1890,DFE,WisdomTree Europe SmallCap Dividend Fund,Financial,Exchange Traded Fund,USA,-,-,73.57,1.28%,"11,430"
1891,DFEB,FT Cboe Vest US Eq Deep Buffer ETF - February,Financial,Exchange Traded Fund,USA,-,-,34.66,0.47%,"7,170"
1892,DFEN,Direxion Daily Aerospace & Defense Bull 3X,Financial,Exchange Traded Fund,USA,-,-,22.42,0.00%,"729,190"
1893,DFFN,Diffusion Pharmaceuticals Inc.,Healthcare,Biotechnology,USA,49.01M,-,0.49,0.14%,"366,192"
1894,DFH,"Dream Finders Homes, Inc.",Consumer Cyclical,Residential Construction,USA,1.61B,-,17.13,5.74%,"301,248"
1895,DFIN,"Donnelley Financial Solutions, Inc.",Financial,Capital Markets,USA,1.27B,26.64,37.45,1.30%,"157,470"
1896,DFJ,WisdomTree Japan SmallCap Dividend Fund,Financial,Exchange Traded Fund,USA,-,-,74.36,0.31%,"38,764"
1897,DFND,Siren DIVCON Dividend Defender ETF,Financial,Exchange Traded Fund,USA,-,-,38.26,1.60%,"3,239"
1898,DFNL,Davis Select Financial ETF,Financial,Exchange Traded Fund,USA,-,-,31.56,1.48%,"11,503"
1899,DFP,Flaherty & Crumrine Dynamic Preferred and Income Fund Inc.,Financial,Closed-End Fund - Debt,USA,547.45M,-,28.51,0.56%,"39,833"
1900,DFS,Discover Financial Services,Financial,Credit Services,USA,37.66B,8.11,126.82,3.07%,"1,457,262"
1901,DFUS,Dimensional U.S. Equity ETF,Financial,Exchange Traded Fund,USA,-,-,48.65,1.76%,"90,012"
1902,DG,Dollar General Corporation,Consumer Defensive,Discount Stores,USA,49.75B,20.38,212.8,1.62%,"1,213,591"
1903,DGICA,Donegal Group Inc.,Financial,Insurance - Property & Casualty,USA,453.84M,8.43,14.74,0.14%,"29,290"
1904,DGII,Digi International Inc.,Technology,Communication Equipment,USA,741.32M,67.55,21.55,1.36%,"80,501"
1905,DGL,Invesco DB Gold Fund,Financial,Exchange Traded Fund,USA,-,-,51.55,0.29%,803
1906,DGLY,"Digital Ally, Inc.",Industrials,Security & Protection Services,USA,60.74M,2.93,1.14,1.79%,"625,486"
1907,DGNS,Dragoneer Growth Opportunities Corp. II,Financial,Shell Companies,USA,282.47M,-,9.96,0.10%,"182,511"
1908,DGNU,Dragoneer Growth Opportunities Corp. III,Financial,Shell Companies,USA,527.58M,-,9.81,-0.20%,"16,721"
1909,DGP,DB Gold Double Long ETN,Financial,Exchange Traded Fund,USA,-,-,38.19,0.56%,"4,434"
1910,DGRE,WisdomTree Emerging Markets Quality Dividend Growth Fund,Financial,Exchange Traded Fund,USA,-,-,28.17,0.50%,"12,233"
1911,DGRO,iShares Core Dividend Growth ETF,Financial,Exchange Traded Fund,USA,-,-,51.74,1.63%,"1,387,792"
1912,DGRS,WisdomTree U.S. SmallCap Quality Dividend Growth Fund,Financial,Exchange Traded Fund,USA,-,-,45.72,0.90%,"169,116"
1913,DGRW,WisdomTree U.S. Quality Dividend Growth Fund,Financial,Exchange Traded Fund,USA,-,-,60.71,1.62%,"189,187"
1914,DGS,WisdomTree Emerging Markets SmallCap Dividend Fund,Financial,Exchange Traded Fund,USA,-,-,53.17,0.40%,"293,963"
1915,DGT,SPDR Global Dow ETF,Financial,Exchange Traded Fund,USA,-,-,112.14,1.07%,590
1916,DGX,Quest Diagnostics Incorporated,Healthcare,Diagnostics & Research,USA,17.59B,8.49,142.41,1.04%,"1,779,339"
1917,DGZ,DB Gold Short ETN,Financial,Exchange Traded Fund,USA,-,-,10.2,-0.29%,"1,849"
1918,DH,Definitive Healthcare Corp.,Healthcare,Health Information Services,USA,5.77B,-,40.5,2.97%,"480,251"
1919,DHBCU,DHB Capital Corp.,Financial,Shell Companies,USA,-,-,9.91,0.00%,0
1920,DHC,Diversified Healthcare Trust,Real Estate,REIT - Healthcare Facilities,USA,862.17M,-,3.69,1.37%,"927,262"
1921,DHCAU,DHC Acquisition Corp.,Financial,Shell Companies,USA,-,-,9.91,0.00%,0
1922,DHF,BNY Mellon High Yield Strategies Fund,Financial,Closed-End Fund - Debt,USA,238.48M,3.40,3.28,0.31%,"102,723"
1923,DHHC,DiamondHead Holdings Corp.,Financial,Shell Companies,USA,420.46M,-,9.76,-0.10%,"11,635"
1924,DHHCU,DiamondHead Holdings Corp.,Financial,Shell Companies,USA,-,-,9.86,-0.40%,"33,233"
1925,DHI,"D.R. Horton, Inc.",Consumer Cyclical,Residential Construction,USA,31.65B,8.76,87.44,3.08%,"2,158,476"
1926,DHIL,"Diamond Hill Investment Group, Inc.",Financial,Asset Management,USA,597.74M,10.73,187.38,2.49%,"5,929"
1927,DHR,Danaher Corporation,Healthcare,Diagnostics & Research,USA,216.51B,40.69,300.43,1.54%,"2,811,848"
1928,DHS,WisdomTree U.S. High Dividend Fund,Financial,Exchange Traded Fund,USA,-,-,78.82,1.31%,"16,343"
1929,DHT,"DHT Holdings, Inc.",Energy,Oil & Gas Midstream,Bermuda,1.10B,15.70,6.5,0.78%,"1,956,023"
1930,DHX,"DHI Group, Inc.",Industrials,Staffing & Employment Services,USA,255.44M,-,4.99,6.17%,"243,669"
1931,DHY,"Credit Suisse High Yield Bond Fund, Inc.",Financial,Asset Management,USA,258.77M,50.00,2.5,0.40%,"423,857"
1932,DIA,SPDR Dow Jones Industrial Average ETF Trust,Financial,Exchange Traded Fund,USA,-,-,349.13,1.52%,"4,468,953"
1933,DIAL,Columbia Diversified Fixed Income Allocation ETF,Financial,Exchange Traded Fund,USA,-,-,21.35,0.33%,"209,258"
1934,DIAX,Nuveen Dow 30 Dynamic Overwrite Fund,Financial,Closed-End Fund - Equity,USA,629.15M,-,17.3,1.05%,"46,682"
1935,DIBS,"1stdibs.Com, Inc.",Consumer Cyclical,Internet Retail,USA,522.44M,-,14.5,-0.82%,"50,463"
1936,DICE,"DICE Therapeutics, Inc.",Healthcare,Biotechnology,USA,976.43M,-,25.77,2.47%,"64,403"
1937,DIDI,DiDi Global Inc.,Technology,Software - Application,China,38.23B,-,8.27,-0.36%,"7,448,583"
1938,DIG,ProShares Ultra Oil & Gas,Financial,Exchange Traded Fund,USA,-,-,81.28,2.38%,"71,532"
1939,DIM,WisdomTree International MidCap Dividend Fund,Financial,Exchange Traded Fund,USA,-,-,67.79,0.78%,"4,746"
1940,DIN,"Dine Brands Global, Inc.",Consumer Cyclical,Restaurants,USA,1.43B,22.26,81.46,1.27%,"117,877"
1941,DINT,Davis Select International ETF,Financial,Exchange Traded Fund,USA,-,-,20.39,1.14%,"8,400"
1942,DIOD,Diodes Incorporated,Technology,Semiconductors,USA,3.99B,27.58,88.08,2.87%,"157,749"
1943,DIS,The Walt Disney Company,Communication Services,Entertainment,USA,318.66B,278.17,174.41,0.84%,"7,423,409"
1944,DISAU,Disruptive Acquisition Corporation I,Financial,Shell Companies,USA,-,-,9.9,0.00%,0
1945,DISCA,"Discovery, Inc.",Communication Services,Entertainment,USA,12.82B,12.15,25.26,-0.94%,"4,017,423"
1946,DISCK,"Discovery, Inc.",Communication Services,Entertainment,USA,-,21.74,24.28,-1.38%,"3,363,374"
1947,DISH,DISH Network Corporation,Communication Services,Entertainment,USA,23.39B,10.47,43.52,2.84%,"1,732,598"
1948,DIT,AMCON Distributing Company,Consumer Defensive,Food Distribution,USA,80.78M,6.87,146.88,0.36%,236
1949,DIV,Global X SuperDividend U.S. ETF,Financial,Exchange Traded Fund,USA,-,-,20.24,1.05%,"214,925"
1950,DIVB,iShares U.S. Dividend and Buyback ETF,Financial,Exchange Traded Fund,USA,-,-,40.44,1.66%,"60,229"
1951,DIVO,Amplify CWP Enhanced Dividend Income ETF,Financial,Exchange Traded Fund,USA,-,-,36.1,1.43%,"98,725"
1952,DIVS,SmartETFs Dividend Builder ETF,Financial,Exchange Traded Fund,USA,-,-,25.85,1.40%,610
1953,DIVZ,TrueShares Low Volatility Equity Income ETF,Financial,Exchange Traded Fund,USA,-,-,28.8,1.45%,"1,574"
1954,DJAN,FT Cboe Vest US Eq Deep Buffer ETF - January,Financial,Exchange Traded Fund,USA,-,-,31.95,0.44%,"1,171"
1955,DJCO,Daily Journal Corporation,Communication Services,Publishing,USA,470.43M,3.17,336.02,-0.25%,"7,471"
1956,DJD,Invesco Dow Jones Industrial Average Dividend ETF,Financial,Exchange Traded Fund,USA,-,-,43.77,1.65%,"9,929"
1957,DJP,iPath Bloomberg Commodity Index Total Return(SM) ETN,Financial,Exchange Traded Fund,USA,-,-,30.48,1.13%,"161,384"
1958,DJUN,FT Cboe Vest US Eq Deep Buffer ETF - June,Financial,Exchange Traded Fund,USA,-,-,33.9,0.50%,"4,935"
1959,DK,"Delek US Holdings, Inc.",Energy,Oil & Gas Refining & Marketing,USA,1.53B,-,21.54,7.70%,"1,417,204"
1960,DKDCU,Data Knights Acquisition Corp.,Financial,Shell Companies,United Kingdom,-,-,10.4,0.00%,0
1961,DKL,"Delek Logistics Partners, LP",Energy,Oil & Gas Midstream,USA,2.11B,12.15,48.86,0.35%,"29,444"
1962,DKNG,DraftKings Inc.,Consumer Cyclical,Gambling,USA,20.51B,-,49.36,-0.92%,"11,262,703"
1963,DKS,"DICK'S Sporting Goods, Inc.",Consumer Cyclical,Specialty Retail,USA,10.91B,9.93,119.13,-0.68%,"1,215,002"
1964,DLA,"Delta Apparel, Inc.",Consumer Cyclical,Apparel Manufacturing,USA,179.92M,9.86,25.74,-1.04%,"7,838"
1965,DLB,"Dolby Laboratories, Inc.",Communication Services,Entertainment,USA,9.14B,31.72,89.23,1.35%,"433,670"
1966,DLCA,Deep Lake Capital Acquisition Corp.,Financial,Shell Companies,USA,252.52M,-,9.75,0.31%,470
1967,DLCAU,Deep Lake Capital Acquisition Corp.,Financial,Shell Companies,USA,-,-,10.05,0.00%,350
1968,DLHC,DLH Holdings Corp.,Industrials,Specialty Business Services,USA,174.83M,21.97,14.02,4.24%,"64,112"
