No.,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume
795,BFK,BlackRock Municipal Income Trust,Financial,Closed-End Fund - Debt,USA,659.20M,54.85,14.7,-0.07%,"61,246"
796,BFLY,"Butterfly Network, Inc.",Healthcare,Medical Devices,USA,1.96B,-,10.71,-1.20%,"934,218"
797,BFOR,Barron's 400 ETF,Financial,Exchange Traded Fund,USA,-,-,59.54,-0.21%,"3,315"
798,BFRA,Biofrontera AG,Healthcare,Biotechnology,Germany,152.00M,-,5.36,-2.72%,"12,093"
799,BFS,"Saul Centers, Inc.",Real Estate,REIT - Retail,USA,1.04B,35.14,45.75,-0.20%,"12,135"
800,BFST,"Business First Bancshares, Inc.",Financial,Banks - Regional,USA,494.75M,9.51,24.36,1.33%,"65,979"
801,BFTR,BlackRock Future Innovators ETF,Financial,Exchange Traded Fund,USA,-,-,49.15,-0.09%,"1,951"
802,BFZ,BlackRock California Municipal Income Trust,Financial,Closed-End Fund - Debt,USA,461.04M,18.05,14.71,0.62%,"20,403"
803,BG,Bunge Limited,Consumer Defensive,Farm Products,USA,11.72B,6.33,83.93,-0.23%,"933,844"
804,BGB,Blackstone/GSO Strategic Credit Fund,Financial,Closed-End Fund - Debt,USA,622.18M,-,13.93,0.07%,"89,630"
805,BGCP,"BGC Partners, Inc.",Financial,Capital Markets,USA,2.00B,30.45,5.39,-1.28%,"2,471,966"
806,BGFV,Big 5 Sporting Goods Corporation,Consumer Cyclical,Specialty Retail,USA,523.96M,5.05,24.45,0.41%,"457,462"
807,BGH,Barings Global Short Duration High Yield Fund,Financial,Asset Management,USA,345.31M,-,17.21,-0.23%,"37,705"
808,BGI,Birks Group Inc.,Consumer Cyclical,Luxury Goods,Canada,53.49M,-,2.96,1.72%,"98,121"
809,BGIO,BlackRock 2022 Global Income Opportunity Trust,Financial,Asset Management,USA,114.40M,-,5.16,0.00%,"67,456"
810,BGNE,"BeiGene, Ltd.",Healthcare,Biotechnology,China,32.63B,-,339.0,-2.40%,"306,407"
811,BGR,BlackRock Energy and Resources Trust,Financial,Closed-End Fund - Equity,USA,287.01M,-,9.86,-0.70%,"146,724"
812,BGRN,iShares Global Green Bond ETF,Financial,Exchange Traded Fund,USA,-,-,54.76,-0.05%,"57,940"
813,BGRY,"Berkshire Grey, Inc.",Industrials,Specialty Industrial Machinery,USA,1.42B,-,5.76,-3.19%,"460,694"
814,BGS,"B&G Foods, Inc.",Consumer Defensive,Packaged Foods,USA,1.91B,17.33,29.53,-0.40%,"462,126"
815,BGSF,"BGSF, Inc.",Industrials,Staffing & Employment Services,USA,131.73M,14.62,12.57,-1.49%,"8,407"
816,BGT,BlackRock Floating Rate Income Trust,Financial,Closed-End Fund - Debt,USA,298.96M,111.42,13.37,0.30%,"171,334"
817,BGX,Blackstone / GSO Long-Short Credit Income Fund,Financial,Closed-End Fund - Debt,USA,195.06M,-,15.35,-0.13%,"19,121"
818,BGY,BlackRock Enhanced International Dividend Trust,Financial,Closed-End Fund - Foreign,USA,637.94M,14.57,6.12,-0.49%,"238,458"
819,BH,Biglari Holdings Inc.,Consumer Cyclical,Restaurants,USA,512.48M,3.04,166.39,0.08%,"2,595"
820,BHAT,Fujian Blue Hat Interactive Entertainment Technology Ltd.,Communication Services,Electronic Gaming & Multimedia,China,30.22M,2.71,0.57,-0.77%,"213,634"
821,BHB,Bar Harbor Bankshares,Financial,Banks - Regional,USA,421.89M,12.01,28.41,-1.32%,"10,804"
822,BHC,Bausch Health Companies Inc.,Healthcare,Drug Manufacturers - Specialty & Generic,Canada,9.64B,-,27.59,-1.85%,"1,645,823"
823,BHE,"Benchmark Electronics, Inc.",Technology,Electronic Components,USA,933.44M,33.88,26.8,-1.14%,"131,417"
824,BHF,"Brighthouse Financial, Inc.",Financial,Insurance - Life,USA,3.84B,-,47.28,-0.15%,"767,035"
825,BHFAN,"Brighthouse Financial, Inc.",Financial,Insurance - Life,USA,-,-,26.32,0.17%,"25,994"
826,BHG,"Bright Health Group, Inc.",Healthcare,Healthcare Plans,USA,4.90B,-,7.82,-4.63%,"1,690,938"
827,BHK,BlackRock Core Bond Trust,Financial,Closed-End Fund - Debt,USA,909.10M,-,16.85,0.72%,"130,481"
828,BHLB,"Berkshire Hills Bancorp, Inc.",Financial,Banks - Regional,USA,1.32B,17.84,27.08,-0.44%,"145,683"
829,BHP,BHP Group,Basic Materials,Other Industrial Metals & Mining,Australia,133.64B,12.05,53.75,0.86%,"3,004,866"
830,BHR,"Braemar Hotels & Resorts, Inc.",Real Estate,REIT - Hotel & Motel,USA,269.89M,-,4.73,-1.66%,"412,865"
831,BHTG,"BioHiTech Global, Inc.",Industrials,Pollution & Treatment Controls,USA,37.41M,-,1.25,-1.57%,"122,542"
832,BHV,BlackRock Virginia Municipal Bond Trust,Financial,Asset Management,USA,29.73M,225.24,18.47,4.94%,7
833,BHVN,Biohaven Pharmaceutical Holding Company Ltd.,Healthcare,Biotechnology,USA,8.80B,-,141.24,-1.04%,"296,418"
834,BIB,ProShares Ultra Nasdaq Biotechnology,Financial,Exchange Traded Fund,USA,-,-,85.99,-2.31%,"264,628"
835,BIBL,Inspire 100 ETF,Financial,Exchange Traded Fund,USA,-,-,42.69,0.28%,"19,769"
836,BICK,First Trust BICK Index Fund,Financial,Exchange Traded Fund,USA,-,-,33.19,-1.07%,"6,880"
837,BIDU,"Baidu, Inc.",Communication Services,Internet Content & Information,China,52.73B,7.58,149.36,-0.29%,"2,092,252"
838,BIF,"Boulder Growth & Income Fund, Inc.",Financial,Closed-End Fund - Equity,USA,1.31B,-,13.34,0.38%,"45,616"
839,BIG,"Big Lots, Inc.",Consumer Defensive,Discount Stores,USA,1.46B,6.26,44.17,2.34%,"847,006"
840,BIGC,"BigCommerce Holdings, Inc.",Technology,Software - Application,USA,3.59B,-,50.92,4.02%,"728,021"
841,BIGZ,Blackrock Innovation & Growth Trust,Financial,Closed-End Fund - Equity,USA,-,-,17.76,-0.78%,"858,747"
842,BIIB,Biogen Inc.,Healthcare,Drug Manufacturers - General,USA,42.12B,22.75,283.55,1.11%,"949,777"
843,BIL,SPDR Bloomberg Barclays 1-3 Month T-Bill ETF,Financial,Exchange Traded Fund,USA,-,-,91.45,0.00%,"1,394,632"
844,BILI,Bilibili Inc.,Communication Services,Electronic Gaming & Multimedia,China,25.19B,-,64.27,-0.36%,"2,090,224"
845,BILL,"Bill.com Holdings, Inc.",Technology,Software - Application,USA,25.50B,-,273.52,2.29%,"1,641,736"
846,BIMI,BIMI International Medical Inc.,Healthcare,Pharmaceutical Retailers,China,15.99M,-,0.61,-1.05%,"198,973"
847,BIO,"Bio-Rad Laboratories, Inc.",Healthcare,Medical Devices,USA,21.70B,5.39,722.77,-0.15%,"81,236"
848,BIOC,"Biocept, Inc.",Healthcare,Diagnostics & Research,USA,56.05M,-,3.8,-1.04%,"145,604"
849,BIOL,"BIOLASE, Inc.",Healthcare,Medical Devices,USA,96.52M,-,0.6,0.22%,"864,798"
850,BIOTU,Biotech Acquisition Company,Financial,Shell Companies,USA,-,-,10.02,0.30%,"11,363"
851,BIOX,Bioceres Crop Solutions Corp.,Basic Materials,Agricultural Inputs,Argentina,514.56M,-,13.05,-1.95%,"6,408"
852,BIP,Brookfield Infrastructure Partners L.P.,Utilities,Utilities - Diversified,Bermuda,23.23B,35.56,56.22,-0.30%,"339,179"
853,BIPC,Brookfield Infrastructure Corporation,Utilities,Utilities - Regulated Gas,USA,2.64B,-,58.62,-0.93%,"309,138"
854,BIS,ProShares UltraShort Nasdaq Biotechnology,Financial,Exchange Traded Fund,USA,-,-,19.7,1.68%,"2,386"
855,BIT,BlackRock Multi-Sector Income Trust,Financial,Closed-End Fund - Debt,USA,705.33M,-,18.79,0.37%,"65,124"
856,BITE,Bite Acquisition Corp.,Financial,Shell Companies,USA,249.25M,-,9.74,-0.10%,"6,476"
857,BITF,Bitfarms Ltd.,Financial,Capital Markets,Canada,964.10M,-,5.18,-0.96%,"11,677,554"
858,BIV,Vanguard Intermediate-Term Bond Index Fund ETF Shares,Financial,Exchange Traded Fund,USA,-,-,89.37,-0.03%,"934,077"
859,BIVI,BioVie Inc.,Healthcare,Biotechnology,USA,134.24M,-,5.65,-10.32%,"158,997"
860,BIZD,VanEck Vectors BDC Income ETF,Financial,Exchange Traded Fund,USA,-,-,17.16,0.47%,"115,879"
861,BJ,"BJ's Wholesale Club Holdings, Inc.",Consumer Defensive,Discount Stores,USA,7.57B,18.14,53.83,-1.25%,"1,747,667"
862,BJAN,Innovator S&P 500 Buffer ETF January,Financial,Exchange Traded Fund,USA,-,-,36.28,0.16%,"3,257"
863,BJK,VanEck Vectors Gaming ETF,Financial,Exchange Traded Fund,USA,-,-,48.35,-0.93%,"9,337"
864,BJRI,"BJ's Restaurants, Inc.",Consumer Cyclical,Restaurants,USA,919.65M,-,42.07,-1.80%,"182,875"
865,BJUL,Innovator S&P 500 Buffer ETF - July,Financial,Exchange Traded Fund,USA,-,-,31.74,-0.00%,"9,581"
866,BJUN,Innovator S&P 500 Buffer ETF - June,Financial,Exchange Traded Fund,USA,-,-,32.98,0.16%,380
867,BK,The Bank of New York Mellon Corporation,Financial,Asset Management,USA,46.12B,14.09,54.54,0.22%,"5,091,418"
868,BKCC,BlackRock Capital Investment Corporation,Financial,Asset Management,USA,281.78M,-,3.8,-1.04%,"494,245"
869,BKCH,Global X Blockchain ETF,Financial,Exchange Traded Fund,USA,-,-,25.83,1.28%,"97,206"
870,BKD,Brookdale Senior Living Inc.,Healthcare,Medical Care Facilities,USA,1.16B,-,6.35,-0.63%,"2,091,413"
871,BKE,"The Buckle, Inc.",Consumer Cyclical,Apparel Retail,USA,1.97B,9.21,40.41,-2.34%,"526,271"
872,BKEP,"Blueknight Energy Partners, L.P.",Energy,Oil & Gas Midstream,USA,127.01M,26.24,3.07,-2.85%,"31,884"
873,BKF,iShares MSCI BRIC ETF,Financial,Exchange Traded Fund,USA,-,-,47.69,-0.34%,"5,798"
874,BKH,Black Hills Corporation,Utilities,Utilities - Diversified,USA,4.17B,17.65,66.12,1.96%,"426,699"
875,BKI,"Black Knight, Inc.",Technology,Software - Infrastructure,USA,11.01B,40.89,70.38,-0.68%,"1,232,373"
876,BKLC,BNY Mellon US Large Cap Core Equity ETF,Financial,Exchange Traded Fund,USA,-,-,82.19,0.46%,"11,102"
877,BKLN,Invesco Senior Loan ETF,Financial,Exchange Traded Fund,USA,-,-,22.13,0.00%,"2,814,334"
878,BKN,BlackRock Investment Quality Municipal Trust Inc.,Financial,Closed-End Fund - Debt,USA,296.31M,35.73,17.22,-0.17%,"14,417"
879,BKNG,Booking Holdings Inc.,Consumer Cyclical,Travel Services,USA,97.17B,248.22,2448.2,0.65%,"234,267"
880,BKR,Baker Hughes Company,Energy,Oil & Gas Equipment & Services,USA,25.37B,-,24.78,-2.21%,"11,941,974"
881,BKSC,Bank of South Carolina Corporation,Financial,Banks - Regional,USA,110.30M,16.66,20.31,1.56%,"3,078"
882,BKSE,BNY Mellon US Small Cap Core Equity ETF,Financial,Exchange Traded Fund,USA,-,-,94.21,-0.32%,"2,109"
883,BKSY,BlackSky Technology Inc.,Technology,Scientific & Technical Instruments,USA,1.23B,-,10.21,0.89%,"334,084"
884,BKT,"BlackRock Income Trust, Inc.",Financial,Closed-End Fund - Debt,USA,393.84M,20.92,6.17,-1.75%,"211,980"
885,BKTI,BK Technologies Corporation,Technology,Communication Equipment,USA,44.98M,13.43,2.78,-3.47%,"12,332"
886,BKU,"BankUnited, Inc.",Financial,Banks - Regional,USA,3.82B,11.42,42.99,-0.28%,"756,040"
887,BKYI,"BIO-key International, Inc.",Industrials,Security & Protection Services,USA,26.02M,-,3.37,-0.88%,"40,516"
888,BL,"BlackLine, Inc.",Technology,Software - Infrastructure,USA,6.75B,-,117.06,0.33%,"633,376"
889,BLBD,Blue Bird Corporation,Consumer Cyclical,Auto Manufacturers,USA,535.59M,39.37,20.12,-2.09%,"42,891"
890,BLCM,"Bellicum Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,23.57M,3.21,2.78,-1.42%,"88,920"
891,BLCN,Siren Nasdaq NexGen Economy ETF,Financial,Exchange Traded Fund,USA,-,-,45.34,0.27%,"22,929"
892,BLCT,BlueCity Holdings Limited,Communication Services,Internet Content & Information,China,107.64M,-,2.82,-0.70%,"67,199"
893,BLD,TopBuild Corp.,Industrials,Engineering & Construction,USA,6.81B,23.79,208.58,1.31%,"173,055"
894,BLDE,"Blade Air Mobility, Inc.",Industrials,Airports & Air Services,USA,704.10M,-,10.24,1.49%,"943,899"
895,BLDP,Ballard Power Systems Inc.,Industrials,Specialty Industrial Machinery,Canada,3.89B,-,13.08,-1.06%,"2,988,828"
896,BLDR,"Builders FirstSource, Inc.",Industrials,Building Products & Equipment,USA,10.76B,10.37,53.14,0.78%,"1,219,402"
897,BLE,BlackRock Municipal Income Trust II,Financial,Asset Management,USA,748.13M,466.06,15.38,0.13%,"52,333"
898,BLES,Inspire Global Hope ETF,Financial,Exchange Traded Fund,USA,-,-,38.29,-0.29%,"24,656"
899,BLFS,"BioLife Solutions, Inc.",Healthcare,Medical Instruments & Supplies,USA,1.61B,710.71,39.8,-0.85%,"213,163"
900,BLFY,Blue Foundry Bancorp,Financial,Banks - Regional,USA,388.75M,-,13.8,-0.07%,"100,336"
901,BLI,"Berkeley Lights, Inc.",Healthcare,Biotechnology,USA,1.24B,-,18.53,-3.49%,"857,793"
902,BLIN,"Bridgeline Digital, Inc.",Technology,Software - Infrastructure,USA,33.39M,-,3.86,-0.26%,"478,838"
903,BLK,"BlackRock, Inc.",Financial,Asset Management,USA,126.98B,23.54,837.55,-0.15%,"460,478"
904,BLKB,"Blackbaud, Inc.",Technology,Software - Application,USA,3.44B,-,72.69,-0.40%,"149,460"
905,BLL,Ball Corporation,Consumer Cyclical,Packaging & Containers,USA,30.24B,36.50,92.45,1.05%,"1,793,607"
906,BLMN,"Bloomin' Brands, Inc.",Consumer Cyclical,Restaurants,USA,2.11B,24.89,25.16,-0.12%,"1,556,250"
907,BLND,"Blend Labs, Inc.",Technology,Software - Application,USA,2.90B,-,13.1,-2.09%,"342,221"
908,BLNK,Blink Charging Co.,Consumer Cyclical,Specialty Retail,USA,1.15B,-,27.07,0.89%,"932,226"
909,BLOK,Amplify Transformational Data Sharing ETF,Financial,Exchange Traded Fund,USA,-,-,48.23,1.37%,"425,794"
910,BLPH,"Bellerophon Therapeutics, Inc.",Healthcare,Biotechnology,USA,38.41M,-,3.83,0.52%,"29,567"
911,BLRX,BioLineRx Ltd.,Healthcare,Biotechnology,Israel,124.42M,-,2.7,1.12%,"179,690"
912,BLSA,BCLS Acquisition Corp.,Financial,Shell Companies,USA,188.93M,-,10.26,0.07%,"5,780"
913,BLTS,Bright Lights Acquisition Corp.,Financial,Shell Companies,USA,279.93M,-,9.73,0.00%,"14,980"
914,BLTSU,Bright Lights Acquisition Corp.,Financial,Shell Companies,USA,-,-,10.08,0.00%,0
915,BLU,BELLUS Health Inc.,Healthcare,Biotechnology,Canada,470.41M,-,5.9,0.68%,"528,031"
916,BLUE,"bluebird bio, Inc.",Healthcare,Biotechnology,USA,1.25B,-,18.48,1.15%,"726,674"
917,BLV,Vanguard Long-Term Bond Index Fund ETF Shares,Financial,Exchange Traded Fund,USA,-,-,102.26,0.29%,"317,344"
918,BLW,BlackRock Limited Duration Income Trust,Financial,Closed-End Fund - Debt,USA,607.68M,16.29,17.04,-0.32%,"82,880"
919,BLX,"Banco Latinoamericano de Comercio Exterior, S.A",Financial,Banks - Regional,Panama,702.00M,12.44,18.21,1.62%,"110,771"
920,BMA,Banco Macro S.A.,Financial,Banks - Regional,Argentina,2.09B,4.79,16.99,-0.47%,"138,219"
921,BMAR,Innovator S&P 500 Buffer ETF - March,Financial,Exchange Traded Fund,USA,-,-,33.19,0.10%,323
922,BMAY,Innovator S&P 500 Buffer ETF - May,Financial,Exchange Traded Fund,USA,-,-,31.49,0.13%,986
923,BMBL,Bumble Inc.,Technology,Software - Application,USA,9.21B,-,48.85,-0.81%,"728,211"
924,BME,BlackRock Health Sciences Trust,Financial,Closed-End Fund - Equity,USA,580.68M,6.94,46.21,-0.45%,"32,310"
925,BMEA,"Biomea Fusion, Inc.",Healthcare,Biotechnology,USA,363.05M,-,12.62,-0.24%,"61,402"
926,BMEZ,BlackRock Health Sciences Trust II,Financial,Closed-End Fund - Equity,USA,-,-,27.6,0.77%,"123,261"
927,BMI,"Badger Meter, Inc.",Industrials,Electrical Equipment & Parts,USA,2.98B,51.54,103.03,-0.69%,"89,555"
928,BMO,Bank of Montreal,Financial,Banks - Diversified,Canada,65.37B,12.07,102.06,-0.42%,"482,121"
929,BMRA,"Biomerica, Inc.",Healthcare,Diagnostics & Research,USA,59.95M,-,6.61,11.47%,"2,837,427"
930,BMRC,Bank of Marin Bancorp,Financial,Banks - Regional,USA,618.57M,15.17,38.16,0.16%,"30,775"
931,BMRN,BioMarin Pharmaceutical Inc.,Healthcare,Biotechnology,USA,14.30B,-,77.87,1.49%,"999,969"
932,BMTC,Bryn Mawr Bank Corporation,Financial,Banks - Regional,USA,935.81M,14.31,47.99,0.08%,"46,002"
933,BMTX,"BM Technologies, Inc.",Technology,Software - Application,USA,108.63M,-,8.35,1.46%,"45,831"
934,BMY,Bristol-Myers Squibb Company,Healthcare,Drug Manufacturers - General,USA,130.78B,-,59.19,0.07%,"8,955,396"
935,BND,Vanguard Total Bond Market Index Fund ETF Shares,Financial,Exchange Traded Fund,USA,-,-,85.38,0.05%,"6,955,253"
936,BNDC,FlexShares Core Select Bond Fund,Financial,Exchange Traded Fund,USA,-,-,26.27,0.03%,"6,155"
937,BNDW,Vanguard Total World Bond ETF,Financial,Exchange Traded Fund,USA,-,-,79.7,0.05%,"28,450"
938,BNDX,Vanguard Total International Bond Index Fund ETF Shares,Financial,Exchange Traded Fund,USA,-,-,56.85,0.14%,"2,904,514"
939,BNED,"Barnes & Noble Education, Inc.",Consumer Cyclical,Specialty Retail,USA,568.74M,-,11.2,7.07%,"720,568"
940,BNFT,"Benefitfocus, Inc.",Technology,Software - Application,USA,348.61M,-,10.7,-1.02%,"153,514"
941,BNGO,"Bionano Genomics, Inc.",Healthcare,Diagnostics & Research,USA,1.46B,-,4.96,-2.75%,"5,622,409"
942,BNKD,MicroSectors U.S. Big Banks Index -3X Inverse Leveraged ETNs,Financial,Exchange Traded Fund,USA,-,-,10.33,0.18%,"85,197"
943,BNKU,MicroSectors U.S. Big Banks Index 3X Leveraged ETNs,Financial,Exchange Traded Fund,USA,-,-,60.75,0.13%,"93,974"
944,BNL,"Broadstone Net Lease, Inc.",Real Estate,REIT - Diversified,USA,4.01B,53.29,25.95,2.00%,"529,231"
945,BNO,"United States Brent Oil Fund, LP",Financial,Exchange Traded Fund,USA,-,-,21.31,-2.52%,"1,014,684"
946,BNOV,Innovator S&P 500 Buffer ETF - November,Financial,Exchange Traded Fund,USA,-,-,32.13,0.00%,2
947,BNR,Burning Rock Biotech Limited,Healthcare,Diagnostics & Research,China,1.75B,-,15.93,-0.06%,"99,639"
948,BNS,The Bank of Nova Scotia,Financial,Banks - Diversified,Canada,74.06B,10.91,61.63,-0.37%,"1,030,037"
949,BNSO,Bonso Electronics International Inc.,Technology,Scientific & Technical Instruments,Hong Kong,26.91M,23.21,5.5,-1.61%,"10,265"
950,BNTC,Benitec Biopharma Inc.,Healthcare,Biotechnology,USA,28.38M,-,3.44,-1.43%,"15,690"
951,BNTX,BioNTech SE,Healthcare,Biotechnology,Germany,61.36B,12.47,236.14,-5.59%,"2,387,342"
952,BNY,BlackRock New York Municipal Income Trust,Financial,Closed-End Fund - Debt,USA,374.55M,31.97,15.22,-0.39%,"8,901"
953,BOAC,Bluescape Opportunities Acquisition Corp.,Financial,Shell Companies,USA,742.69M,-,9.78,-0.31%,"109,819"
954,BOAS,BOA Acquisition Corp.,Financial,Shell Companies,USA,279.45M,-,9.73,0.00%,"20,259"
955,BOCH,Bank of Commerce Holdings,Financial,Banks - Regional,USA,256.01M,14.05,15.17,0.00%,0
956,BOCT,Innovator S&P 500 Buffer ETF - October,Financial,Exchange Traded Fund,USA,-,-,32.9,0.29%,"39,240"
957,BODY,"The Beachbody Company, Inc.",Communication Services,Internet Content & Information,USA,1.58B,-,5.23,-4.74%,"2,216,921"
958,BOE,BlackRock Enhanced Global Dividend Trust,Financial,Closed-End Fund - Foreign,USA,756.78M,17.77,11.82,0.17%,"104,254"
959,BOH,Bank of Hawaii Corporation,Financial,Banks - Regional,USA,3.27B,15.80,81.93,-0.59%,"133,489"
960,BOIL,ProShares Ultra Bloomberg Natural Gas,Financial,Exchange Traded Fund,USA,-,-,77.27,-18.84%,"3,199,639"
961,BOKF,BOK Financial Corporation,Financial,Banks - Regional,USA,6.27B,10.36,92.14,-0.23%,"84,998"
962,BOLT,"Bolt Biotherapeutics, Inc.",Healthcare,Biotechnology,USA,451.58M,-,12.84,0.47%,"57,552"
963,BOMN,Boston Omaha Corporation,Communication Services,Advertising Agencies,USA,1.13B,9.27,38.63,-0.87%,"54,371"
964,BON,Bon Natural Life Limited,Consumer Defensive,Packaged Foods,Cayman Islands,61.70M,11.64,6.81,-6.84%,"21,193"
965,BOND,PIMCO Active Bond Exchange-Traded Fund,Financial,Exchange Traded Fund,USA,-,-,110.25,-0.13%,"217,186"
966,BOOM,DMC Global Inc.,Energy,Oil & Gas Equipment & Services,USA,656.77M,290.93,37.53,-3.99%,"105,521"
967,BOOT,"Boot Barn Holdings, Inc.",Consumer Cyclical,Apparel Retail,USA,2.69B,27.66,92.88,0.18%,"309,522"
968,BORR,Borr Drilling Limited,Energy,Oil & Gas Drilling,Bermuda,271.31M,-,0.99,-4.62%,"2,736,351"
969,BOSC,B.O.S. Better Online Solutions Ltd.,Technology,Communication Equipment,Israel,17.52M,22.48,3.35,5.02%,"9,948"
970,BOTJ,"Bank of the James Financial Group, Inc.",Financial,Banks - Regional,USA,73.47M,10.53,15.5,1.64%,"1,447"
971,BOTZ,Global X Robotics & Artificial Intelligence ETF,Financial,Exchange Traded Fund,USA,-,-,35.22,-0.09%,"990,707"
972,BOUT,Innovator IBD Breakout Opportunities ETF,Financial,Exchange Traded Fund,USA,-,-,34.39,-0.69%,"8,129"
973,BOWXU,BowX Acquisition Corp.,Financial,Shell Companies,USA,-,-,10.6,-1.85%,"3,195"
974,BOX,"Box, Inc.",Technology,Software - Infrastructure,USA,3.67B,-,25.35,1.85%,"2,812,791"
975,BOXL,Boxlight Corporation,Technology,Communication Equipment,USA,128.03M,-,2.11,-1.40%,"1,561,792"
976,BP,BP p.l.c.,Energy,Oil & Gas Integrated,United Kingdom,93.16B,10.98,28.11,-1.09%,"20,044,390"
977,BPMC,Blueprint Medicines Corporation,Healthcare,Biotechnology,USA,5.70B,15.88,96.29,0.04%,"193,133"
978,BPMP,BP Midstream Partners LP,Energy,Oil & Gas Midstream,USA,1.39B,8.81,13.42,-1.47%,"508,029"
979,BPOP,"Popular, Inc.",Financial,Banks - Regional,USA,6.43B,8.16,80.68,0.15%,"306,461"
980,BPT,BP Prudhoe Bay Royalty Trust,Energy,Oil & Gas Refining & Marketing,USA,86.63M,-,4.09,-0.49%,"131,674"
981,BPTH,"Bio-Path Holdings, Inc.",Healthcare,Biotechnology,USA,35.22M,-,5.09,-1.17%,"37,101"
982,BPTS,Biophytis SA,Healthcare,Biotechnology,France,92.17M,-,8.1,1.12%,44
983,BQ,Boqii Holding Limited,Consumer Cyclical,Specialty Retail,China,221.84M,-,2.44,8.93%,"219,424"
984,BR,"Broadridge Financial Solutions, Inc.",Technology,Information Technology Services,USA,19.47B,35.97,166.98,1.54%,"626,133"
985,BRBR,"BellRing Brands, Inc.",Consumer Defensive,Packaged Foods,USA,1.15B,41.84,29.58,-4.49%,"302,989"
986,BRC,Brady Corporation,Industrials,Security & Protection Services,USA,2.66B,20.81,51.17,-0.78%,"118,915"
987,BRCN,Burcon NutraScience Corporation,Consumer Defensive,Packaged Foods,Canada,146.73M,-,1.37,6.20%,"74,956"
988,BREZ,Breeze Holdings Acquisition Corp.,Financial,Shell Companies,USA,147.74M,17.16,10.11,0.05%,"1,558"
989,BRF,VanEck Vectors Brazil Small-Cap ETF,Financial,Exchange Traded Fund,USA,-,-,18.49,-0.42%,"8,701"
990,BRFS,BRF S.A.,Consumer Defensive,Packaged Foods,Brazil,3.88B,22.84,4.91,-1.60%,"2,445,187"
991,BRG,"Bluerock Residential Growth REIT, Inc.",Real Estate,REIT - Residential,USA,340.45M,-,12.94,1.09%,"187,917"
992,BRID,Bridgford Foods Corporation,Consumer Defensive,Packaged Foods,USA,109.29M,602.50,12.05,-1.87%,446
993,BRIVU,B. Riley Principal 250 Merger Corp.,Financial,Shell Companies,USA,-,-,9.87,-0.50%,"6,300"
994,BRK-A,Berkshire Hathaway Inc.,Financial,Insurance - Diversified,USA,628.63B,6.19,421900.0,0.80%,"1,130"
995,BRK-B,Berkshire Hathaway Inc.,Financial,Insurance - Diversified,USA,680.93B,-,280.22,0.78%,"3,452,691"
996,BRKL,"Brookline Bancorp, Inc.",Financial,Banks - Regional,USA,1.20B,11.75,15.45,0.59%,"164,793"
997,BRKR,Bruker Corporation,Healthcare,Medical Devices,USA,11.61B,49.79,76.98,-0.48%,"672,287"
998,BRKS,"Brooks Automation, Inc.",Technology,Semiconductor Equipment & Materials,USA,7.41B,62.83,100.66,-1.01%,"334,586"
999,BRLI,Brilliant Acquisition Corporation,Financial,Shell Companies,China,61.97M,-,10.14,0.00%,798
1000,BRLT,"Brilliant Earth Group, Inc.",Consumer Cyclical,Luxury Goods,USA,209.83M,-,12.59,-2.85%,"510,624"
1001,BRMK,Broadmark Realty Capital Inc.,Real Estate,REIT - Mortgage,USA,1.31B,16.15,9.98,-0.10%,"568,778"
1002,BRN,"Barnwell Industries, Inc.",Energy,Oil & Gas E&P,USA,25.66M,4.51,2.87,-1.71%,"324,124"
1003,BRO,"Brown & Brown, Inc.",Financial,Insurance Brokers,USA,15.94B,29.28,58.8,1.15%,"933,452"
1004,BROG,Brooge Energy Limited,Energy,Oil & Gas Midstream,United Arab Emirates,927.99M,61.75,8.34,-7.38%,352
1005,BROS,Dutch Bros Inc.,Consumer Cyclical,Restaurants,USA,1.21B,-,41.69,-3.20%,"1,436,641"
1006,BRP,"BRP Group, Inc.",Financial,Insurance Brokers,USA,5.52B,-,35.61,3.76%,"372,010"
1007,BRPMU,B. Riley Principal 150 Merger Corp.,Financial,Shell Companies,USA,-,-,10.1,0.00%,0
1008,BRQS,"Borqs Technologies, Inc.",Technology,Software - Application,China,63.08M,-,0.54,3.32%,"5,948,193"
1009,BRSP,"BrightSpire Capital, Inc.",Real Estate,REIT - Diversified,USA,1.22B,-,9.72,-0.21%,"575,094"
1010,BRT,BRT Apartments Corp.,Real Estate,REIT - Residential,USA,347.40M,-,19.3,0.99%,"28,374"
1011,BRX,Brixmor Property Group Inc.,Real Estate,REIT - Retail,USA,6.54B,35.28,23.0,1.23%,"2,570,383"
1012,BRY,Berry Corporation,Energy,Oil & Gas E&P,USA,590.54M,-,7.43,0.00%,"406,951"
1013,BRZU,Direxion Daily MSCI Brazil Bull 2X Shares,Financial,Exchange Traded Fund,USA,-,-,80.86,0.75%,"244,484"
1014,BSA,BrightSphere Investment Group plc,Financial,Exchange Traded Fund,USA,-,-,25.57,0.75%,"4,412"
1015,BSAC,Banco Santander-Chile,Financial,Banks - Regional,Chile,9.12B,11.12,19.1,-1.75%,"529,069"
1016,BSAE,Invesco BulletShares (R) 2021 USD Emerging Markets Debt ETF,Financial,Exchange Traded Fund,USA,-,-,24.92,-0.04%,247
